"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","1","0","0","0","15","4.1","0.11","0","15","0","0"
"1","1","1","0","0","15","4","0.11","0","15","0","0"
"1","1","2","0","0","15","3.8","0.11","0","15","0","0"
"1","1","3","0","0","14","3.7","0.11","0","14","0","0"
"1","1","4","0","0","14","3.5","0.11","0","14","0","0"
"1","1","5","0","0","14","3.4","0.11","0","14","0","0"
"1","1","6","0","0","14","3.6","0.11","0","14","0","0"
"1","1","7","435","32","16","4.1","0.11","224.654","20.356","1528.359","1442.494"
"1","1","8","101","113","18","4.2","0.11","189.28","21.714","1399.692","1318.387"
"1","1","9","831","72","20","3.7","0.11","733.203","35.508","5319.856","5099.644"
"1","1","10","386","202","21","3","0.11","577.194","34.599","4145.865","3967.252"
"1","1","11","945","71","22","2.5","0.11","969.511","46.969","6639.937","6372.949"
"1","1","12","355","230","23","2","0.11","600.312","39.989","4205.336","4024.616"
"1","1","13","905","70","23","1.6","0.11","860.687","49.591","5866.84","5627.246"
"1","1","14","307","151","22","1","0.11","402.523","36.326","2877.58","2743.907"
"1","1","15","696","50","20","0.6","0.11","452.536","37.951","3239.452","3092.957"
"1","1","16","333","20","17","0.9","0.11","142.928","21.245","606.853","553.641"
"1","1","17","0","0","16","1.4","0.11","0","16","0","0"
"1","1","18","0","0","15","1.6","0.11","0","15","0","0"
"1","1","19","0","0","15","1.7","0.11","0","15","0","0"
"1","1","20","0","0","15","1.8","0.11","0","15","0","0"
"1","1","21","0","0","15","2","0.11","0","15","0","0"
"1","1","22","0","0","15","2.1","0.11","0","15","0","0"
"1","1","23","0","0","15","2.1","0.11","0","15","0","0"
"1","2","0","0","0","14","2.1","0.11","0","14","0","0"
"1","2","1","0","0","14","2.1","0.11","0","14","0","0"
"1","2","2","0","0","14","2.1","0.11","0","14","0","0"
"1","2","3","0","0","14","2.2","0.11","0","14","0","0"
"1","2","4","0","0","14","2.4","0.11","0","14","0","0"
"1","2","5","0","0","14","2.6","0.11","0","14","0","0"
"1","2","6","0","0","14","3","0.11","0","14","0","0"
"1","2","7","81","39","16","3.7","0.11","79.567","17.64","531.802","481.249"
"1","2","8","734","57","19","4.2","0.11","517.684","29.191","3855.944","3687.604"
"1","2","9","852","70","20","3.9","0.11","746.003","35.318","5417.081","5193.424"
"1","2","10","901","79","21","3.2","0.11","889.965","41.323","6262.379","6008.77"
"1","2","11","924","81","22","2.5","0.11","963.074","46.801","6598.663","6333.137"
"1","2","12","359","230","23","2","0.11","604.155","40.098","4230.451","4048.841"
"1","2","13","900","74","22","1.6","0.11","862.659","48.65","5901.727","5660.897"
"1","2","14","827","67","21","1.3","0.11","693.39","43.975","4871.569","4667.241"
"1","2","15","679","53","19","1.2","0.11","447.943","34.195","3255.053","3108.005"
"1","2","16","310","22","17","1.5","0.11","141.815","20.652","606.203","553.014"
"1","2","17","0","0","16","1.6","0.11","0","16","0","0"
"1","2","18","0","0","15","1.7","0.11","0","15","0","0"
"1","2","19","0","0","15","1.6","0.11","0","15","0","0"
"1","2","20","0","0","15","1.6","0.11","0","15","0","0"
"1","2","21","0","0","15","1.6","0.11","0","15","0","0"
"1","2","22","0","0","15","1.5","0.11","0","15","0","0"
"1","2","23","0","0","15","1.5","0.11","0","15","0","0"
"1","3","0","0","0","15","1.4","0.11","0","15","0","0"
"1","3","1","0","0","16","1.3","0.11","0","16","0","0"
"1","3","2","0","0","16","1.2","0.11","0","16","0","0"
"1","3","3","0","0","16","1.2","0.11","0","16","0","0"
"1","3","4","0","0","16","1.4","0.11","0","16","0","0"
"1","3","5","0","0","16","1.6","0.11","0","16","0","0"
"1","3","6","0","0","16","1.7","0.11","0","16","0","0"
"1","3","7","44","38","17","2.1","0.11","63.782","18.734","421.662","375.012"
"1","3","8","153","112","19","2.5","0.11","218.218","24.623","1606.143","1517.523"
"1","3","9","838","67","21","2.4","0.11","731.158","40.229","5207.272","4991.05"
"1","3","10","887","76","23","1.5","0.11","873.927","50.596","5921.124","5679.606"
"1","3","11","400","225","24","0.9","0.11","638.719","47.254","4345.483","4159.796"
"1","3","12","906","80","24","0.7","0.11","939.054","60.139","6083.912","5836.627"
"1","3","13","881","75","24","0.9","0.11","848.971","55.005","5653.815","5421.769"
"1","3","14","290","155","23","0.9","0.11","395.888","37.454","2814.2","2682.773"
"1","3","15","677","52","21","0.9","0.11","447.051","37.35","3208.393","3062.998"
"1","3","16","315","22","18","1.2","0.11","144.732","22","616.375","562.825"
"1","3","17","0","0","16","1.6","0.11","0","16","0","0"
"1","3","18","0","0","16","1.8","0.11","0","16","0","0"
"1","3","19","0","0","16","1.9","0.11","0","16","0","0"
"1","3","20","0","0","16","1.9","0.11","0","16","0","0"
"1","3","21","0","0","16","1.9","0.11","0","16","0","0"
"1","3","22","0","0","15","1.9","0.11","0","15","0","0"
"1","3","23","0","0","15","1.9","0.11","0","15","0","0"
"1","4","0","0","0","15","1.9","0.11","0","15","0","0"
"1","4","1","0","0","16","1.9","0.11","0","16","0","0"
"1","4","2","0","0","16","1.9","0.11","0","16","0","0"
"1","4","3","0","0","15","2","0.11","0","15","0","0"
"1","4","4","0","0","15","2.1","0.11","0","15","0","0"
"1","4","5","0","0","15","2.1","0.11","0","15","0","0"
"1","4","6","0","0","15","2.3","0.11","0","15","0","0"
"1","4","7","489","29","17","3.2","0.11","235.816","22.234","1585.594","1497.701"
"1","4","8","764","52","20","4.2","0.11","527.796","30.391","3915.129","3744.692"
"1","4","9","877","63","22","4.2","0.11","748.426","36.723","5406.914","5183.617"
"1","4","10","933","68","23","3.7","0.11","903.653","42.083","6339.693","6083.344"
"1","4","11","951","72","24","3","0.11","977.435","47.053","6689.094","6420.364"
"1","4","12","944","74","24","2.3","0.11","967.193","49.86","6545.779","6282.128"
"1","4","13","916","70","24","1.7","0.11","873.503","50.403","5930.802","5688.942"
"1","4","14","847","64","23","1.1","0.11","706.82","47.579","4892.321","4687.258"
"1","4","15","704","51","21","0.9","0.11","461.956","37.897","3311.348","3162.305"
"1","4","16","343","22","19","1.2","0.11","155.359","23.449","707.945","651.151"
"1","4","17","0","0","17","1.6","0.11","0","17","0","0"
"1","4","18","0","0","16","1.8","0.11","0","16","0","0"
"1","4","19","0","0","16","1.9","0.11","0","16","0","0"
"1","4","20","0","0","16","1.9","0.11","0","16","0","0"
"1","4","21","0","0","16","2","0.11","0","16","0","0"
"1","4","22","0","0","16","2","0.11","0","16","0","0"
"1","4","23","0","0","16","2","0.11","0","16","0","0"
"1","5","0","0","0","16","1.9","0.11","0","16","0","0"
"1","5","1","0","0","16","1.9","0.11","0","16","0","0"
"1","5","2","0","0","16","1.9","0.11","0","16","0","0"
"1","5","3","0","0","15","1.9","0.11","0","15","0","0"
"1","5","4","0","0","15","1.9","0.11","0","15","0","0"
"1","5","5","0","0","15","1.8","0.11","0","15","0","0"
"1","5","6","0","0","15","1.8","0.11","0","15","0","0"
"1","5","7","23","37","17","1.8","0.11","48.214","18.394","315.733","272.837"
"1","5","8","120","113","19","2.2","0.11","199.701","24.444","1464.573","1380.969"
"1","5","9","836","72","20","2.3","0.11","734.841","39.694","5243.456","5025.951"
"1","5","10","900","77","21","1.6","0.11","886.355","48.371","6059.597","5813.173"
"1","5","11","915","82","22","0.9","0.11","957.171","56.913","6283.212","6028.865"
"1","5","12","384","227","23","0.4","0.11","624.068","49.12","4211.361","4030.427"
"1","5","13","874","81","23","0.2","0.11","860.772","61.435","5569.543","5340.483"
"1","5","14","802","73","22","0.3","0.11","686.612","51.765","4666.384","4469.327"
"1","5","15","658","57","21","0.3","0.11","448.286","40.43","3177.226","3032.936"
"1","5","16","348","23","19","0.4","0.11","159.422","24.839","774.264","715.12"
"1","5","17","0","0","17","0.6","0.11","0","17","0","0"
"1","5","18","0","0","16","0.8","0.11","0","16","0","0"
"1","5","19","0","0","16","1","0.11","0","16","0","0"
"1","5","20","0","0","15","1.2","0.11","0","15","0","0"
"1","5","21","0","0","15","1.3","0.11","0","15","0","0"
"1","5","22","0","0","15","1.4","0.11","0","15","0","0"
"1","5","23","0","0","15","1.4","0.11","0","15","0","0"
"1","6","0","0","0","15","1.4","0.11","0","15","0","0"
"1","6","1","0","0","15","1.5","0.11","0","15","0","0"
"1","6","2","0","0","15","1.4","0.11","0","15","0","0"
"1","6","3","0","0","15","1.2","0.11","0","15","0","0"
"1","6","4","0","0","15","1.1","0.11","0","15","0","0"
"1","6","5","0","0","15","1.1","0.11","0","15","0","0"
"1","6","6","0","0","15","1.1","0.11","0","15","0","0"
"1","6","7","421","31","16","1.2","0.11","214.743","23.067","1434.487","1351.949"
"1","6","8","708","58","18","1.1","0.11","500.417","35.407","3635.19","3474.672"
"1","6","9","829","71","19","0.8","0.11","727.914","46.329","5055.511","4844.666"
"1","6","10","893","77","20","0.9","0.11","880.277","52.136","5923.755","5682.144"
"1","6","11","915","81","21","1.3","0.11","956.386","52.593","6394.623","6136.328"
"1","6","12","391","227","21","1.6","0.11","630.735","40.423","4412.45","4224.391"
"1","6","13","876","80","20","1.9","0.11","862.432","44.986","5984.085","5740.337"
"1","6","14","808","71","19","1.8","0.11","689.927","39.446","4933.666","4727.138"
"1","6","15","667","56","18","1.4","0.11","449.776","32.557","3292.632","3144.253"
"1","6","16","292","25","16","1","0.11","143.877","20.578","751.409","693.075"
"1","6","17","0","0","15","0.6","0.11","0","15","0","0"
"1","6","18","0","0","14","0.4","0.11","0","14","0","0"
"1","6","19","0","0","14","0.6","0.11","0","14","0","0"
"1","6","20","0","0","14","1","0.11","0","14","0","0"
"1","6","21","0","0","13","1.2","0.11","0","13","0","0"
"1","6","22","0","0","13","1.3","0.11","0","13","0","0"
"1","6","23","0","0","12","1.4","0.11","0","12","0","0"
"1","7","0","0","0","12","1.4","0.11","0","12","0","0"
"1","7","1","0","0","11","1.5","0.11","0","11","0","0"
"1","7","2","0","0","11","1.5","0.11","0","11","0","0"
"1","7","3","0","0","10","1.5","0.11","0","10","0","0"
"1","7","4","0","0","10","1.4","0.11","0","10","0","0"
"1","7","5","0","0","10","1.3","0.11","0","10","0","0"
"1","7","6","0","0","10","1.8","0.11","0","10","0","0"
"1","7","7","0","35","12","2.6","0.11","33.501","12.83","222.55","182.955"
"1","7","8","81","113","13","2.8","0.11","167.069","17.077","1252.135","1176.059"
"1","7","9","174","183","15","2.5","0.11","337.487","23.686","2512.057","2391.337"
"1","7","10","158","237","16","2.4","0.11","404.866","26.593","2967.305","2830.454"
"1","7","11","144","265","17","2.6","0.11","433.029","27.909","3147.835","3004.586"
"1","7","12","61","247","17","2.6","0.11","317.011","24.98","2308.746","2195.229"
"1","7","13","258","225","16","2.5","0.11","489.152","28.575","3581.6","3422.982"
"1","7","14","275","162","15","2.2","0.11","394.748","25.765","2936.464","2800.705"
"1","7","15","635","61","14","1.5","0.11","442.752","28.006","3297.668","3149.11"
"1","7","16","230","29","12","0.9","0.11","127.907","16.258","711.691","654.765"
"1","7","17","0","0","11","0.7","0.11","0","11","0","0"
"1","7","18","0","0","11","0.9","0.11","0","11","0","0"
"1","7","19","0","0","11","1","0.11","0","11","0","0"
"1","7","20","0","0","11","0.9","0.11","0","11","0","0"
"1","7","21","0","0","11","1","0.11","0","11","0","0"
"1","7","22","0","0","11","1.3","0.11","0","11","0","0"
"1","7","23","0","0","11","1.5","0.11","0","11","0","0"
"1","8","0","0","0","11","1.7","0.11","0","11","0","0"
"1","8","1","0","0","11","2.1","0.11","0","11","0","0"
"1","8","2","0","0","12","2.5","0.11","0","12","0","0"
"1","8","3","0","0","12","2.9","0.11","0","12","0","0"
"1","8","4","0","0","11","3.1","0.11","0","11","0","0"
"1","8","5","0","0","11","3.2","0.11","0","11","0","0"
"1","8","6","0","0","11","3.3","0.11","0","11","0","0"
"1","8","7","81","38","13","3.5","0.11","83.957","14.783","567.637","515.815"
"1","8","8","199","110","15","4.1","0.11","251.275","20.005","1893.793","1794.98"
"1","8","9","898","63","17","4.8","0.11","762.52","30.838","5635.206","5403.82"
"1","8","10","945","71","18","5","0.11","918.021","34.211","6639.887","6372.9"
"1","8","11","960","76","19","4.9","0.11","992.868","36.74","7076.129","6666.667"
"1","8","12","417","223","19","4.6","0.11","667.039","31.369","4837.134","4634.027"
"1","8","13","918","75","19","4.1","0.11","886.532","36.659","6358.454","6101.44"
"1","8","14","852","68","18","3.2","0.11","721.066","34.497","5258.082","5040.059"
"1","8","15","718","54","16","1.7","0.11","478.366","30.485","3536.807","3379.776"
"1","8","16","366","26","14","0.9","0.11","172.887","19.817","987.086","920.401"
"1","8","17","0","0","13","0.9","0.11","0","13","0","0"
"1","8","18","0","0","13","1.1","0.11","0","13","0","0"
"1","8","19","0","0","13","1.2","0.11","0","13","0","0"
"1","8","20","0","0","13","1.2","0.11","0","13","0","0"
"1","8","21","0","0","13","1.2","0.11","0","13","0","0"
"1","8","22","0","0","13","1.2","0.11","0","13","0","0"
"1","8","23","0","0","13","1.2","0.11","0","13","0","0"
"1","9","0","0","0","12","1.2","0.11","0","12","0","0"
"1","9","1","0","0","12","1.3","0.11","0","12","0","0"
"1","9","2","0","0","13","1.3","0.11","0","13","0","0"
"1","9","3","0","0","12","1.3","0.11","0","12","0","0"
"1","9","4","0","0","12","1.5","0.11","0","12","0","0"
"1","9","5","0","0","12","1.7","0.11","0","12","0","0"
"1","9","6","0","0","12","2","0.11","0","12","0","0"
"1","9","7","59","38","14","2.7","0.11","68.798","15.669","460.407","412.384"
"1","9","8","744","54","16","3.5","0.11","514.815","27.237","3864.177","3695.545"
"1","9","9","859","67","17","3.6","0.11","744.418","32.985","5454.112","5229.143"
"1","9","10","919","72","18","3.2","0.11","896.825","38.478","6380.054","6122.275"
"1","9","11","938","76","19","2.7","0.11","973.063","43.166","6761.42","6490.127"
"1","9","12","933","77","20","2.2","0.11","965.555","46.313","6626.188","6359.688"
"1","9","13","906","73","20","1.9","0.11","875.043","45.351","6061.241","5814.759"
"1","9","14","840","67","19","1.5","0.11","712.503","41.54","5051.382","4840.683"
"1","9","15","703","54","18","0.8","0.11","471.368","35.707","3413.423","3260.763"
"1","9","16","372","25","16","0.4","0.11","175.381","22.856","1019.333","951.505"
"1","9","17","0","0","15","0.4","0.11","0","15","0","0"
"1","9","18","0","0","14","0.6","0.11","0","14","0","0"
"1","9","19","0","0","14","0.9","0.11","0","14","0","0"
"1","9","20","0","0","14","1.1","0.11","0","14","0","0"
"1","9","21","0","0","13","1.2","0.11","0","13","0","0"
"1","9","22","0","0","13","1.4","0.11","0","13","0","0"
"1","9","23","0","0","13","1.6","0.11","0","13","0","0"
"1","10","0","0","0","13","1.7","0.11","0","13","0","0"
"1","10","1","0","0","13","1.8","0.11","0","13","0","0"
"1","10","2","0","0","13","1.7","0.11","0","13","0","0"
"1","10","3","0","0","13","1.5","0.11","0","13","0","0"
"1","10","4","0","0","13","1.4","0.11","0","13","0","0"
"1","10","5","0","0","13","1.4","0.11","0","13","0","0"
"1","10","6","0","0","13","1.4","0.11","0","13","0","0"
"1","10","7","55","38","14","1.7","0.11","67.125","15.98","448.581","400.977"
"1","10","8","189","111","16","1.7","0.11","246.079","23.436","1828.218","1731.728"
"1","10","9","849","68","18","1","0.11","737.864","44.296","5167.217","4952.413"
"1","10","10","396","205","19","0.8","0.11","588.335","41.01","4116.665","3939.087"
"1","10","11","440","221","19","1.3","0.11","688.789","41.709","4793.736","4592.167"
"1","10","12","392","231","20","1.6","0.11","637.461","39.626","4471.141","4281.003"
"1","10","13","888","77","19","1.7","0.11","865.917","45.165","6001.253","5756.896"
"1","10","14","339","157","19","1.6","0.11","436.244","32.472","3169.968","3025.935"
"1","10","15","243","98","17","1.4","0.11","256.184","25.278","1893.543","1794.739"
"1","10","16","39","29","15","1.4","0.11","49.847","16.526","297.892","255.628"
"1","10","17","0","0","14","1.2","0.11","0","14","0","0"
"1","10","18","0","0","14","0.9","0.11","0","14","0","0"
"1","10","19","0","0","14","0.7","0.11","0","14","0","0"
"1","10","20","0","0","14","0.6","0.11","0","14","0","0"
"1","10","21","0","0","14","0.7","0.11","0","14","0","0"
"1","10","22","0","0","14","0.6","0.11","0","14","0","0"
"1","10","23","0","0","14","0.5","0.11","0","14","0","0"
"1","11","0","0","0","14","0.5","0.11","0","14","0","0"
"1","11","1","0","0","14","0.4","0.11","0","14","0","0"
"1","11","2","0","0","14","0.2","0.11","0","14","0","0"
"1","11","3","0","0","14","0.1","0.11","0","14","0","0"
"1","11","4","0","0","14","0.2","0.11","0","14","0","0"
"1","11","5","0","0","13","0.4","0.11","0","13","0","0"
"1","11","6","0","0","13","0.6","0.11","0","13","0","0"
"1","11","7","0","15","13","0.8","0.11","13.228","13.486","84.123","49.433"
"1","11","8","28","108","15","1.5","0.11","129.07","19.067","947.426","882.146"
"1","11","9","190","184","16","2","0.11","349.701","25.912","2583.188","2459.947"
"1","11","10","458","192","17","2.1","0.11","643.258","34.862","4619.086","4423.705"
"1","11","11","202","267","18","2.1","0.11","488.674","31.536","3513.457","3357.253"
"1","11","12","176","267","19","1.7","0.11","464.011","32.958","3312.907","3163.809"
"1","11","13","352","221","18","0.9","0.11","565.647","38.606","3992.494","3819.315"
"1","11","14","233","173","17","0.4","0.11","378.293","32.866","2728.657","2600.261"
"1","11","15","174","104","16","0.2","0.11","225.35","26.058","1650.478","1560.287"
"1","11","16","28","31","15","0.2","0.11","43.162","16.84","261.894","220.905"
"1","11","17","0","0","15","0.3","0.11","0","15","0","0"
"1","11","18","0","0","15","0.7","0.11","0","15","0","0"
"1","11","19","0","0","15","1.1","0.11","0","15","0","0"
"1","11","20","0","0","15","1.4","0.11","0","15","0","0"
"1","11","21","0","0","15","1.7","0.11","0","15","0","0"
"1","11","22","0","0","15","1.9","0.11","0","15","0","0"
"1","11","23","0","0","15","1.8","0.11","0","15","0","0"
"1","12","0","0","0","15","1.6","0.11","0","15","0","0"
"1","12","1","0","0","15","1.4","0.11","0","15","0","0"
"1","12","2","0","0","15","1.2","0.11","0","15","0","0"
"1","12","3","0","0","15","0.9","0.11","0","15","0","0"
"1","12","4","0","0","14","0.6","0.11","0","14","0","0"
"1","12","5","0","0","14","0.7","0.11","0","14","0","0"
"1","12","6","0","0","14","1","0.11","0","14","0","0"
"1","12","7","0","16","15","1.8","0.11","14.113","15.409","89.289","54.417"
"1","12","8","0","87","16","2.7","0.11","81.338","18.016","587.082","534.571"
"1","12","9","68","181","17","3.2","0.11","241.322","22.497","1780.418","1685.623"
"1","12","10","0","158","18","3.2","0.11","147.467","21.348","1061.952","992.614"
"1","12","11","38","239","19","2.9","0.11","284.941","25.8","2057.9","1953.272"
"1","12","12","175","269","20","2.6","0.11","465.423","31.726","3338.596","3188.588"
"1","12","13","350","215","20","2.4","0.11","556.978","34.592","3994.057","3820.823"
"1","12","14","344","160","19","2.1","0.11","444.284","31.358","3242.597","3095.991"
"1","12","15","708","57","18","1.8","0.11","481.399","32.271","3536.796","3379.765"
"1","12","16","381","29","15","1.8","0.11","185.109","20.211","1162.254","1089.362"
"1","12","17","0","0","14","2.3","0.11","0","14","0","0"
"1","12","18","0","0","13","2.7","0.11","0","13","0","0"
"1","12","19","0","0","13","2.9","0.11","0","13","0","0"
"1","12","20","0","0","13","3","0.11","0","13","0","0"
"1","12","21","0","0","12","3.2","0.11","0","12","0","0"
"1","12","22","0","0","12","3.3","0.11","0","12","0","0"
"1","12","23","0","0","12","3.3","0.11","0","12","0","0"
"1","13","0","0","0","12","3.3","0.11","0","12","0","0"
"1","13","1","0","0","12","3.1","0.11","0","12","0","0"
"1","13","2","0","0","12","2.9","0.11","0","12","0","0"
"1","13","3","0","0","12","2.9","0.11","0","12","0","0"
"1","13","4","0","0","11","2.9","0.11","0","11","0","0"
"1","13","5","0","0","11","3.2","0.11","0","11","0","0"
"1","13","6","0","0","12","4","0.11","0","12","0","0"
"1","13","7","105","40","14","5.2","0.11","94.603","15.59","640.78","586.367"
"1","13","8","800","55","16","5.8","0.11","546.175","24.785","4141.508","3963.049"
"1","13","9","915","67","17","5.5","0.11","779.113","29.965","5773.648","5537.356"
"1","13","10","486","186","18","4.9","0.11","660.828","29.798","4841.13","4637.881"
"1","13","11","989","77","19","4.1","0.11","1024.496","39.381","7216.121","6666.667"
"1","13","12","424","227","20","3.4","0.11","679.942","34.991","4857.72","4653.883"
"1","13","13","950","77","20","2.8","0.11","923.255","42.55","6458.739","6198.172"
"1","13","14","435","145","19","2.3","0.11","508.056","32.597","3702.174","3539.283"
"1","13","15","317","96","17","1.8","0.11","306.621","26.077","2274.465","2162.163"
"1","13","16","432","30","15","1.7","0.11","204.636","20.91","1303.363","1225.472"
"1","13","17","0","0","14","2","0.11","0","14","0","0"
"1","13","18","0","0","13","2.3","0.11","0","13","0","0"
"1","13","19","0","0","12","2.6","0.11","0","12","0","0"
"1","13","20","0","0","12","2.7","0.11","0","12","0","0"
"1","13","21","0","0","12","2.6","0.11","0","12","0","0"
"1","13","22","0","0","11","2.5","0.11","0","11","0","0"
"1","13","23","0","0","11","2.4","0.11","0","11","0","0"
"1","14","0","0","0","11","2.3","0.11","0","11","0","0"
"1","14","1","0","0","11","2.2","0.11","0","11","0","0"
"1","14","2","0","0","12","2","0.11","0","12","0","0"
"1","14","3","0","0","12","1.8","0.11","0","12","0","0"
"1","14","4","0","0","12","1.6","0.11","0","12","0","0"
"1","14","5","0","0","12","1.6","0.11","0","12","0","0"
"1","14","6","0","0","12","1.6","0.11","0","12","0","0"
"1","14","7","35","39","13","1.6","0.11","54.602","14.649","365.964","321.288"
"1","14","8","74","115","14","1.4","0.11","164.001","19.292","1217.194","1142.355"
"1","14","9","33","171","15","1.2","0.11","202.336","21.83","1485.09","1400.759"
"1","14","10","0","121","16","1.2","0.11","109.998","19.703","788.496","728.848"
"1","14","11","0","74","16","1.3","0.11","65.712","18.158","462.515","414.418"
"1","14","12","249","265","17","1.2","0.11","529.063","34.844","3761.813","3596.808"
"1","14","13","460","195","17","0.9","0.11","644.925","40.503","4527.712","4335.569"
"1","14","14","129","183","16","0.4","0.11","300.935","28.608","2187.168","2077.96"
"1","14","15","0","92","15","0.5","0.11","87.309","18.548","630.359","576.314"
"1","14","16","371","30","15","0.9","0.11","183.811","21.443","1180.682","1107.137"
"1","14","17","0","0","14","1","0.11","0","14","0","0"
"1","14","18","0","0","14","1","0.11","0","14","0","0"
"1","14","19","0","0","14","1","0.11","0","14","0","0"
"1","14","20","0","0","14","1","0.11","0","14","0","0"
"1","14","21","0","0","14","1.1","0.11","0","14","0","0"
"1","14","22","0","0","13","1.1","0.11","0","13","0","0"
"1","14","23","0","0","13","1.1","0.11","0","13","0","0"
"1","15","0","0","0","13","1.1","0.11","0","13","0","0"
"1","15","1","0","0","13","1.1","0.11","0","13","0","0"
"1","15","2","0","0","12","1.2","0.11","0","12","0","0"
"1","15","3","0","0","12","1.3","0.11","0","12","0","0"
"1","15","4","0","0","12","1.4","0.11","0","12","0","0"
"1","15","5","0","0","11","1.5","0.11","0","11","0","0"
"1","15","6","0","0","11","1.5","0.11","0","11","0","0"
"1","15","7","0","2","13","2.1","0.11","1.757","13.048","10.172","0"
"1","15","8","144","116","15","3.2","0.11","214.812","19.904","1609.549","1520.808"
"1","15","9","275","178","16","3.9","0.11","418.418","24.57","3123.357","2980.975"
"1","15","10","333","223","16","4","0.11","554.7","27.178","4088.319","3911.746"
"1","15","11","34","238","16","3.9","0.11","279.295","21.69","2047.22","1942.971"
"1","15","12","0","84","17","3.9","0.11","74.634","18.519","527.269","476.877"
"1","15","13","0","164","16","4","0.11","153.557","19.084","1117.483","1046.178"
"1","15","14","44","172","16","3.9","0.11","211.702","20.327","1567.144","1479.905"
"1","15","15","0","53","15","3.2","0.11","46.941","16.069","333.743","290.209"
"1","15","16","117","36","13","2.2","0.11","92.269","15.435","606.708","553.502"
"1","15","17","0","0","13","1.7","0.11","0","13","0","0"
"1","15","18","0","0","13","1.6","0.11","0","13","0","0"
"1","15","19","0","0","13","1.8","0.11","0","13","0","0"
"1","15","20","0","0","13","2","0.11","0","13","0","0"
"1","15","21","0","0","13","2","0.11","0","13","0","0"
"1","15","22","0","0","13","2.1","0.11","0","13","0","0"
"1","15","23","0","0","13","2.3","0.11","0","13","0","0"
"1","16","0","0","0","12","2.5","0.11","0","12","0","0"
"1","16","1","0","0","12","2.6","0.11","0","12","0","0"
"1","16","2","0","0","12","2.6","0.11","0","12","0","0"
"1","16","3","0","0","12","2.6","0.11","0","12","0","0"
"1","16","4","0","0","12","2.6","0.11","0","12","0","0"
"1","16","5","0","0","12","2.6","0.11","0","12","0","0"
"1","16","6","0","0","12","2.6","0.11","0","12","0","0"
"1","16","7","0","15","12","2.8","0.11","13.227","12.317","85.113","50.389"
"1","16","8","106","117","13","3","0.11","193.775","17.571","1458.078","1374.704"
"1","16","9","0","53","13","3.4","0.11","46.947","14.034","335.206","291.62"
"1","16","10","140","245","14","3.8","0.11","396.879","22.223","2951.337","2815.051"
"1","16","11","90","269","13","4.1","0.11","368.612","20.301","2741.358","2612.512"
"1","16","12","24","228","13","4.3","0.11","241.691","17.651","1791.056","1695.883"
"1","16","13","0","126","12","4.1","0.11","114.905","14.275","843.403","781.809"
"1","16","14","0","75","12","4","0.11","66.542","13.339","483.643","434.797"
"1","16","15","0","61","11","3.6","0.11","54.321","12.161","395.171","349.46"
"1","16","16","0","22","11","3.3","0.12","19.46","11.427","125.654","89.493"
"1","16","17","0","0","10","3.1","0.12","0","10","0","0"
"1","16","18","0","0","10","3","0.12","0","10","0","0"
"1","16","19","0","0","10","2.8","0.12","0","10","0","0"
"1","16","20","0","0","10","2.5","0.12","0","10","0","0"
"1","16","21","0","0","9","2.1","0.12","0","9","0","0"
"1","16","22","0","0","9","1.7","0.12","0","9","0","0"
"1","16","23","0","0","9","1.1","0.12","0","9","0","0"
"1","17","0","0","0","9","0.7","0.12","0","9","0","0"
"1","17","1","0","0","8","0.6","0.12","0","8","0","0"
"1","17","2","0","0","8","0.6","0.12","0","8","0","0"
"1","17","3","0","0","8","0.7","0.12","0","8","0","0"
"1","17","4","0","0","8","0.8","0.12","0","8","0","0"
"1","17","5","0","0","8","0.7","0.12","0","8","0","0"
"1","17","6","0","0","8","0.5","0.12","0","8","0","0"
"1","17","7","59","41","8","0.4","0.12","71.417","10.932","492.158","443.01"
"1","17","8","212","113","10","0.6","0.12","259.754","20.289","1958.098","1857.006"
"1","17","9","823","82","11","0.9","0.12","734.585","37.852","5272.934","5054.385"
"1","17","10","913","81","12","1.1","0.12","905.656","43.414","6306.914","6051.726"
"1","17","11","942","83","13","1.2","0.12","991.911","46.542","6785.382","6513.241"
"1","17","12","945","81","14","1.6","0.12","991.031","44.562","6835.413","6561.498"
"1","17","13","921","78","15","2.2","0.12","905.461","39.689","6402.554","6143.978"
"1","17","14","863","71","14","2.5","0.12","746.214","33.26","5457.778","5232.678"
"1","17","15","742","58","13","2.2","0.12","508.432","26.903","3819.72","3652.663"
"1","17","16","442","32","12","1.9","0.12","213.035","17.973","1431.946","1349.498"
"1","17","17","0","0","11","1.8","0.12","0","11","0","0"
"1","17","18","0","0","10","1.5","0.12","0","10","0","0"
"1","17","19","0","0","10","1.3","0.12","0","10","0","0"
"1","17","20","0","0","10","1.3","0.12","0","10","0","0"
"1","17","21","0","0","10","1.4","0.12","0","10","0","0"
"1","17","22","0","0","10","1.3","0.12","0","10","0","0"
"1","17","23","0","0","9","1.2","0.12","0","9","0","0"
"1","18","0","0","0","9","1.2","0.12","0","9","0","0"
"1","18","1","0","0","9","1.3","0.12","0","9","0","0"
"1","18","2","0","0","9","1.5","0.12","0","9","0","0"
